Cell	Ref1.1	Ref1.10	Ref1.11	Ref1.12	Ref1.13	Ref1.14	Ref1.15	Ref1.16	Ref1.17	Ref1.18	Ref1.19	Ref1.2	Ref1.20	Ref1.21	Ref1.22	Ref1.23	Ref1.24	Ref1.25	Ref1.26	Ref1.27	Ref1.28	Ref1.29	Ref1.3	Ref1.30	Ref1.31	Ref1.32	Ref1.33	Ref1.34	Ref1.35	Ref1.4	Ref1.5	Ref1.6	Ref1.7	Ref1.8	Ref1.9	Ref2.1	Ref2.10	Ref2.11	Ref2.12	Ref2.13	Ref2.14	Ref2.15	Ref2.17	Ref2.18	Ref2.19	Ref2.2	Ref2.20	Ref2.22	Ref2.23	Ref2.24	Ref2.25	Ref2.3	Ref2.4	Ref2.9	Ref2.T0	Ref2.T1	Ref2.T10	Ref2.T11	Ref2.T12	Ref2.T13	Ref2.T14	Ref2.T15	Ref2.T2	Ref2.T3	Ref2.T4	Ref2.T5	Ref2.T7	Ref2.T8	Ref2.T9	Ref3.10	Ref3.16	Ref3.18	Ref3.19	Ref3.2	Ref3.4	Ref3.7	Ref3.8	Ref3.9	Ref4.1	Ref4.10	Ref4.11	Ref4.12	Ref4.13	Ref4.14	Ref4.15	Ref4.16	Ref4.17	Ref4.18	Ref4.19	Ref4.2	Ref4.3	Ref4.4	Ref4.5	Ref4.6	Ref4.7	Ref4.8	Ref4.9	Ref5.tB	Ref5.tDC1	Ref5.tDC2	Ref5.tDC3	Ref5.tMac1	Ref5.tMac2	Ref5.tMac3	Ref5.tMac4	Ref5.tMac5	Ref5.tMac6	Ref5.tMac7	Ref5.tMac8	Ref5.tMac9	Ref5.tMacCycl	Ref5.tMast1	Ref5.tMast2	Ref5.tMono1	Ref5.tMono2	Ref5.tMono3	Ref5.tMonoDC	Ref5.tN1	Ref5.tN2	Ref5.tN3	Ref5.tN4	Ref5.tN5	Ref5.tNK1	Ref5.tNK2	Ref5.tPC1	Ref5.tPC2	Ref5.tPC3	Ref5.tPC4	Ref5.tPC5	Ref5.tPC6	Ref5.tpDC	Ref5.tRBC	Ref5.tT1	Ref5.tT2	Ref5.tT3	Ref5.tT4	Ref5.tT5	Ref5.tT6	Ref5.tT7	Ref6.CD4..CXCL13.	Ref6.CD4..FOXP3.	Ref6.CD4..IL7R.	Ref6.CD4..RGCC.	Ref6.CD4..TRM	Ref6.CD8..mitotic.TRM	Ref6.CD8..TEM	Ref6.CD8..TRM	Ref6.CD8..γδ	Ref7.CD4.C1.CCR7	Ref7.CD4.C2.ANXA1	Ref7.CD4.C3.GNLY	Ref7.CD4.C4.CD69	Ref7.CD4.C5.EOMES	Ref7.CD4.C6.GZMA	Ref7.CD4.C7.CXCL13	Ref7.CD4.C8.FOXP3	Ref7.CD4.C9.CTLA4	Ref7.CD4.iNKT	Ref7.CD4.MAIT	Ref7.CD8.C1.LEF1	Ref7.CD8.C2.CD28	Ref7.CD8.C3.CX3CR1	Ref7.CD8.C4.GZMK	Ref7.CD8.C5.ZNF683	Ref7.CD8.C6.LAYN	Ref7.CD8.C7.SLC4A10	Ref7.DN.diverse	Ref7.DN.MAIT	Ref7.DP.diverse	Ref7.other.diverse	Ref7.other.MAIT
PRE_BCELL2_6	0.006	0.016	0	0.014	0.026	0.024	0.008	0.018	0.022	0.002	0.016	0.004	0.02	0.018	0.012	0	0.002	0.018	0.028	0.01	0.06	0.234	0.002	0.19	0.086	0.036	0.006	0.034	0.07	0.006	0.004	0.002	0	0.004	0.002	0.056	0.02	0	0.03	0.006	0.004	0.004	0.114	0.532	0.004	0.042	0.01	0.012	0.01	0.004	0	0.026	0.006	0.05	0	0.002	0.008	0.008	0.002	0.004	0	0.002	0.008	0.018	0	0.004	0.01	0	0.004	0.048	0	0.22	0.086	0.062	0.274	0.084	0.128	0.098	0.032	0.056	0.11	0.04	0.052	0.046	0.038	0.134	0.064	0.066	0.014	0.078	0.032	0.024	0.056	0.028	0.064	0.014	0.052	0.004	0.008	0.006	0	0.134	0.032	0.028	0.014	0.004	0.006	0.016	0.03	0.004	0.03	0.006	0.002	0.108	0.06	0.09	0.052	0.024	0.004	0.032	0.076	0.044	0.018	0.01	0.018	0.004	0.012	0.012	0	0.024	0.02	0	0.01	0.008	0.014	0.008	0.004	0.012	0.012	0.028	0.084	0.074	0.114	0.124	0.006	0.24	0.214	0.116	0	0.008	0.052	0.012	0.028	0.04	0.022	0.002	0.01	0	0.002	0.008	0.044	0.136	0.154	0.22	0.108	0.016	0.028	0	0.002	0.108	0
PRE_BCELL3_1	0.11	0.016	0.006	0.03	0.014	0.01	0.008	0.006	0.012	0.006	0.008	0.072	0.01	0.008	0.028	0	0.368	0.002	0.008	0.006	0.024	0.004	0.028	0.002	0	0	0.002	0.01	0.024	0.058	0.068	0.004	0.01	0.018	0.02	0.04	0.012	0.01	0.034	0.094	0.074	0.006	0.11	0.016	0.026	0.018	0.182	0.016	0.022	0.002	0.076	0.018	0.04	0.014	0.026	0.004	0.008	0.02	0.006	0.004	0	0.05	0.008	0.002	0.006	0.006	0.008	0.042	0	0.028	0.362	0.148	0.014	0.032	0.054	0.34	0.016	0.006	0.638	0.014	0.036	0.036	0.07	0.008	0.014	0.018	0.008	0.048	0.014	0	0.01	0.022	0.024	0.006	0.012	0.01	0.012	0.15	0.006	0.024	0.018	0.016	0.012	0.006	0.014	0.002	0.008	0.004	0.034	0	0.026	0.018	0.002	0.022	0.016	0.012	0.06	0	0.002	0.004	0.01	0.006	0.03	0.014	0.028	0.008	0.064	0.056	0.018	0.032	0.05	0	0.034	0.018	0.06	0.02	0.006	0.042	0.048	0.214	0.204	0.144	0.022	0.078	0.08	0.112	0.036	0.11	0.014	0.032	0.006	0.064	0.028	0.122	0.094	0.112	0.154	0	0.012	0.014	0.002	0.014	0.016	0.03	0.018	0.008	0.158	0	0.002	0.1	0
PRE_BCELL3_3	0.28	0.01	0.008	0.006	0.008	0.008	0.002	0.004	0.008	0.008	0.008	0.084	0.006	0.01	0.06	0	0.244	0.002	0.006	0.002	0.008	0.002	0.028	0.006	0.004	0.002	0	0.01	0.026	0.076	0.054	0.004	0.002	0.006	0.008	0.024	0.012	0.034	0.034	0.21	0.058	0.004	0.064	0.024	0.03	0.026	0.122	0.018	0.02	0	0.02	0.01	0.04	0.016	0.032	0.012	0.002	0.014	0	0.004	0.004	0.076	0.004	0.006	0.014	0.008	0.012	0.044	0.002	0.024	0.486	0.084	0.006	0.052	0.064	0.268	0.01	0.006	0.662	0.014	0.03	0.03	0.036	0.014	0.006	0.018	0.006	0.044	0.01	0.008	0.004	0.036	0.026	0.02	0.02	0.012	0.004	0.252	0.014	0.014	0.02	0.034	0.022	0	0.008	0	0.006	0.004	0.042	0	0.014	0.014	0	0.018	0.008	0.008	0.05	0.002	0.002	0.004	0.004	0.006	0.014	0.004	0.034	0.008	0.062	0.066	0.012	0.052	0.042	0	0.024	0.004	0.03	0.008	0.006	0.02	0.068	0.2	0.172	0.208	0.016	0.05	0.016	0.178	0.024	0.136	0.014	0.034	0.008	0.078	0.022	0.096	0.058	0.174	0.112	0	0.004	0.02	0.018	0.014	0.006	0.034	0.006	0.002	0.176	0	0	0.124	0
PRE_BCELL3_4	0.13	0.016	0.006	0.01	0.006	0.012	0.016	0.022	0.028	0.004	0.016	0.058	0.022	0.02	0.108	0	0.166	0.004	0.022	0.01	0.03	0.012	0.016	0.006	0.004	0.008	0.014	0.018	0.02	0.076	0.066	0.014	0.004	0.016	0.02	0.03	0.006	0.042	0.046	0.124	0.054	0.01	0.054	0.018	0.026	0.024	0.098	0.004	0.016	0.002	0.048	0.02	0.042	0.018	0.044	0.012	0.014	0.014	0.008	0.004	0.012	0.068	0.008	0.004	0.034	0.006	0.018	0.062	0.01	0.148	0.31	0.094	0.004	0.068	0.118	0.248	0.004	0.006	0.232	0.044	0.056	0.07	0.122	0.014	0.004	0.058	0.024	0.058	0.022	0.016	0.016	0.092	0.064	0.028	0.05	0.01	0.02	0.288	0.02	0.03	0.024	0.024	0.016	0.016	0.008	0.006	0.002	0.002	0.036	0.002	0.03	0.006	0	0.024	0.024	0.006	0.066	0	0	0.006	0.004	0	0.01	0.006	0.016	0.004	0.028	0.036	0.01	0.034	0.04	0	0.04	0.01	0.05	0.01	0.004	0.026	0.036	0.336	0.234	0.076	0.04	0.084	0.03	0.086	0.042	0.072	0.014	0.02	0.004	0.06	0.026	0.056	0.082	0.124	0.21	0	0.004	0.006	0.01	0.01	0.012	0.018	0.014	0.004	0.188	0.002	0.008	0.128	0
PRE_BCELL3_5	0.098	0.01	0.014	0.024	0.044	0.024	0.008	0.022	0.03	0.008	0.034	0.064	0.02	0.028	0.04	0.002	0.106	0.014	0.036	0.014	0.034	0.032	0.026	0.008	0.014	0.018	0.006	0.016	0.07	0.03	0.054	0.002	0.008	0.014	0.028	0.022	0.004	0.012	0.022	0.05	0.054	0.008	0.178	0.036	0.02	0.016	0.162	0.018	0.036	0.008	0.018	0.012	0.048	0.02	0.018	0.01	0.01	0.022	0.004	0.008	0.008	0.074	0.006	0.008	0.012	0.01	0.012	0.05	0.004	0.068	0.11	0.25	0.14	0.07	0.13	0.17	0.044	0.018	0.164	0.068	0.142	0.044	0.132	0.046	0.038	0.056	0.018	0.074	0.014	0.018	0.028	0.034	0.036	0.018	0.034	0.01	0.026	0.054	0.012	0.002	0.008	0.044	0.034	0.034	0.016	0	0.01	0.012	0.034	0.002	0.016	0.016	0	0.026	0.028	0.016	0.038	0.004	0	0.018	0.01	0.016	0.024	0.002	0.044	0.01	0.084	0.072	0.022	0.058	0.024	0.022	0.03	0.014	0.042	0.018	0.014	0.03	0.04	0.182	0.156	0.122	0.006	0.054	0.022	0.164	0.056	0.238	0.028	0.046	0.022	0.092	0.018	0.124	0.04	0.06	0.064	0	0.004	0.036	0.036	0.034	0.048	0.042	0.03	0.026	0.114	0.002	0	0.13	0.004
PRE_BCELL3_6	0.008	0.004	0	0.004	0.014	0	0.004	0.024	0.014	0.002	0.014	0	0.006	0.01	0.022	0	0.002	0.022	0.034	0.006	0.028	0.12	0.002	0.244	0.276	0.094	0.002	0.024	0.004	0.006	0	0.004	0.002	0	0.004	0.072	0.038	0	0.028	0.002	0.008	0.016	0.01	0.426	0	0.058	0	0.036	0	0	0	0.034	0.016	0.048	0	0	0.028	0.008	0.012	0.006	0	0	0.052	0.076	0	0.012	0.006	0	0.008	0.078	0.006	0.164	0.038	0.066	0.426	0.034	0.052	0.136	0.016	0.026	0.026	0.028	0.032	0.05	0.006	0.08	0.168	0.02	0.008	0.12	0.026	0.03	0.06	0.04	0.192	0.04	0.032	0.008	0.008	0.002	0.002	0.128	0.09	0.014	0.02	0.01	0.008	0.016	0.034	0.002	0.044	0.008	0.002	0.172	0.1	0.112	0.104	0.008	0.002	0.01	0.016	0.006	0.008	0.008	0.002	0	0.006	0.004	0.002	0.002	0.02	0	0.008	0.002	0.004	0.004	0	0.002	0.002	0.014	0.03	0.042	0.128	0.178	0.014	0.184	0.334	0.076	0	0.008	0.142	0.016	0.006	0.02	0.012	0	0.004	0	0.006	0.006	0.038	0.236	0.104	0.148	0.08	0.03	0.022	0	0.012	0.11	0
BCELLA1_1	0.046	0.022	0.002	0.008	0.006	0.002	0.004	0.004	0.006	0	0.006	0.016	0.006	0.016	0.77	0	0.002	0	0.002	0.002	0.002	0.002	0.008	0	0.004	0.006	0.002	0.012	0.002	0.014	0.006	0.004	0.006	0.004	0.008	0.01	0.004	0.136	0.018	0.21	0.018	0.004	0.018	0.01	0.008	0.016	0.012	0.002	0.002	0	0.016	0	0.008	0.008	0.098	0.074	0.006	0.004	0.01	0	0.032	0.036	0	0.006	0.078	0.014	0.046	0.076	0.02	0.012	0.758	0	0	0.062	0.028	0.12	0.01	0.01	0.07	0.002	0.006	0.05	0.02	0	0.014	0.008	0.008	0.02	0.01	0.002	0.002	0.478	0.12	0.112	0.02	0.054	0.004	0.582	0.022	0.026	0.02	0.006	0.004	0.006	0	0	0	0.002	0.004	0.004	0.014	0.006	0.002	0.002	0.008	0.006	0.066	0.002	0.002	0.002	0	0	0.012	0	0.018	0.004	0.02	0.02	0.002	0.01	0.05	0	0.018	0.01	0.016	0.006	0.002	0.006	0.02	0.264	0.128	0.306	0.034	0.054	0.004	0.102	0.012	0.096	0.028	0.058	0.012	0.098	0.046	0.06	0.05	0.166	0.056	0	0.008	0.026	0.018	0.006	0.028	0.058	0.018	0.012	0.148	0	0.01	0.094	0
BCELLA1_2	0.04	0.026	0.002	0.004	0.004	0.002	0.004	0.006	0.002	0.002	0.01	0.018	0.01	0.018	0.742	0	0.006	0	0.002	0.002	0.006	0	0.006	0.006	0.002	0.002	0	0.01	0.002	0.016	0.018	0.004	0.002	0.004	0.022	0.01	0.006	0.136	0.018	0.226	0.026	0.002	0.022	0.004	0.008	0.012	0.02	0.002	0.004	0.002	0.018	0.002	0.008	0.006	0.108	0.08	0.006	0.004	0.004	0	0.006	0.022	0.002	0.004	0.114	0.014	0.032	0.062	0.01	0.002	0.858	0.006	0	0.028	0.012	0.094	0	0	0.072	0	0.008	0.044	0.008	0.002	0.004	0.004	0.012	0.022	0.01	0.008	0.004	0.45	0.15	0.13	0.028	0.04	0.004	0.644	0.022	0.026	0.01	0.004	0.006	0	0.002	0	0	0.002	0.002	0.004	0.01	0.004	0	0.006	0.004	0.006	0.048	0	0.002	0.004	0.002	0	0.012	0	0.01	0.004	0.014	0.008	0	0.004	0.058	0	0.014	0.018	0.008	0.004	0.006	0.004	0.028	0.238	0.108	0.418	0.044	0.04	0	0.084	0.006	0.062	0.046	0.074	0.002	0.102	0.012	0.038	0.034	0.21	0.062	0	0.016	0.048	0.016	0	0.006	0.01	0.008	0.006	0.208	0	0.002	0.1	0
BCELLA1_3	0.046	0.01	0	0.008	0	0.004	0.002	0.004	0.004	0.002	0.008	0.022	0.01	0.028	0.69	0	0.014	0.004	0.004	0.002	0	0.004	0.008	0.002	0.016	0.006	0.002	0.044	0.008	0.02	0.012	0	0.002	0.006	0.008	0.002	0.008	0.42	0	0.406	0.016	0.004	0.006	0.002	0.002	0.002	0.008	0	0	0	0.008	0.008	0.012	0.01	0.01	0.018	0.002	0	0	0	0.016	0.004	0	0	0.016	0.004	0.002	0.012	0.002	0.004	0.75	0.006	0	0.016	0.01	0.21	0.004	0	0.044	0	0.008	0.002	0.006	0.01	0.004	0.002	0.004	0.016	0.01	0.002	0	0.852	0.012	0.01	0.006	0.006	0.006	0.558	0.054	0.05	0.014	0.006	0.006	0.002	0.01	0	0	0.002	0.012	0	0.004	0.004	0	0.006	0.01	0.004	0.086	0	0	0	0	0	0.008	0	0.008	0.012	0.024	0.012	0.006	0.012	0.04	0	0.006	0.008	0.004	0.006	0.002	0	0.024	0.18	0.126	0.282	0.206	0.048	0	0.09	0.014	0.054	0.026	0.046	0.008	0.122	0.014	0.064	0.028	0.156	0.088	0	0.036	0.022	0.018	0.002	0.014	0.012	0.016	0.014	0.162	0	0.014	0.128	0.01
BCELLA1_4	0.046	0.034	0.006	0.012	0.006	0.004	0.01	0.014	0.01	0	0.008	0.022	0.014	0.044	0.648	0	0.006	0	0.002	0	0.006	0	0.01	0.004	0.004	0.01	0	0.02	0.012	0.014	0.006	0.002	0.004	0.006	0.016	0.012	0.004	0.108	0.02	0.17	0.012	0.006	0.016	0.014	0.006	0.014	0.034	0.002	0.004	0	0.022	0.004	0.006	0.01	0.108	0.092	0.004	0.002	0.012	0	0.018	0.036	0.01	0.002	0.096	0.008	0.042	0.092	0.014	0.002	0.896	0.006	0	0.042	0.016	0.038	0	0	0.078	0	0.006	0.046	0.016	0.008	0.018	0.006	0.012	0.016	0.012	0.01	0	0.362	0.152	0.146	0.038	0.066	0.008	0.562	0.012	0.028	0.012	0.006	0.002	0.004	0.002	0	0	0.002	0.006	0	0.004	0.004	0	0.006	0.004	0.006	0.066	0.002	0.002	0.004	0.002	0	0.01	0.002	0.014	0.002	0.026	0.02	0.002	0.008	0.058	0	0.028	0.012	0.024	0.012	0.006	0.016	0.024	0.234	0.12	0.386	0.048	0.04	0.002	0.088	0.004	0.078	0.052	0.052	0	0.148	0.008	0.042	0.046	0.162	0.062	0	0.008	0.044	0.018	0.002	0.018	0.01	0.008	0.006	0.208	0	0.004	0.102	0
BCELLA1_5	0.074	0.006	0.002	0	0.002	0.002	0	0.002	0.006	0	0.002	0.008	0.01	0.004	0.81	0	0	0	0	0.002	0.002	0.002	0.004	0.002	0.01	0	0	0.016	0.004	0.012	0.01	0.002	0	0	0.006	0.004	0.01	0.464	0.006	0.372	0.01	0.004	0.002	0	0	0	0.01	0	0	0	0.006	0.002	0.008	0.006	0.022	0.004	0.002	0	0	0	0.01	0.006	0.002	0.002	0.022	0.004	0.01	0.008	0.004	0.006	0.746	0.002	0	0.012	0.006	0.224	0.004	0	0.056	0	0.008	0.008	0	0.01	0	0	0.006	0.012	0.024	0.002	0.002	0.83	0.006	0.012	0.01	0.008	0.006	0.562	0.046	0.032	0.02	0.004	0.004	0.004	0.004	0	0	0	0.016	0.002	0.006	0.006	0	0.016	0.004	0.002	0.096	0	0.002	0.002	0.002	0	0.01	0	0.008	0.006	0.012	0.026	0.006	0.014	0.032	0	0.008	0.008	0.01	0.002	0.002	0	0.026	0.178	0.152	0.36	0.074	0.052	0.006	0.108	0.022	0.048	0.018	0.076	0.002	0.12	0.016	0.048	0.03	0.188	0.066	0	0.026	0.02	0.018	0.008	0.022	0.014	0.008	0.016	0.184	0.002	0.008	0.102	0.008
BCELLA2_1	0.028	0.026	0.002	0.008	0.004	0.006	0.002	0.008	0.004	0.004	0.008	0.012	0.012	0.03	0.744	0	0.004	0	0	0.004	0.004	0.004	0.01	0.002	0.006	0.004	0.002	0.006	0.008	0.01	0.006	0.008	0.01	0.002	0.012	0.012	0.008	0.064	0.01	0.282	0.028	0.002	0.012	0.006	0.016	0.014	0.032	0.004	0	0	0.008	0.002	0.002	0.006	0.124	0.084	0.004	0	0.008	0	0.018	0.018	0.002	0.002	0.134	0.002	0.034	0.048	0.014	0.01	0.806	0.008	0	0.036	0.038	0.102	0	0	0.042	0	0.004	0.036	0.01	0.002	0.008	0.012	0.004	0.034	0.01	0.008	0.004	0.336	0.204	0.166	0.04	0.072	0.008	0.636	0.016	0.012	0.01	0.01	0.008	0.002	0	0	0	0.002	0.004	0.002	0.01	0.008	0.002	0.002	0.006	0.01	0.056	0.002	0.002	0.004	0	0	0.012	0	0.01	0.006	0.018	0.008	0	0.012	0.062	0	0.01	0.014	0.018	0.006	0.002	0.002	0.016	0.25	0.166	0.29	0.034	0.066	0	0.106	0.02	0.068	0.038	0.066	0.012	0.092	0.06	0.048	0.052	0.182	0.068	0	0	0.022	0.016	0.014	0.034	0.028	0.018	0.008	0.142	0.002	0.002	0.096	0
BCELLA2_2	0.01	0.016	0	0.004	0.008	0.002	0.002	0.01	0.004	0.002	0.01	0.016	0.016	0.03	0.804	0	0	0	0	0.002	0.002	0.002	0.004	0	0	0.002	0	0.01	0.012	0.004	0.008	0.004	0.004	0.002	0.01	0.008	0.006	0.092	0.014	0.256	0.022	0.006	0.008	0.008	0.01	0.004	0.034	0	0	0.002	0.006	0.004	0.006	0.004	0.09	0.122	0.004	0	0.006	0	0.028	0.022	0.004	0.002	0.116	0.006	0.042	0.05	0.018	0.004	0.894	0.002	0	0.026	0.008	0.064	0	0.002	0.042	0	0.006	0.026	0.012	0	0.012	0.006	0.004	0.034	0.02	0.004	0.012	0.432	0.14	0.132	0.058	0.054	0.006	0.724	0.012	0.008	0.01	0.004	0.008	0.002	0	0	0.002	0.002	0.008	0.004	0.006	0.008	0	0	0.004	0.002	0.04	0	0	0.002	0	0	0.008	0	0.01	0.004	0.014	0.01	0	0.006	0.042	0	0.008	0.01	0.016	0.004	0.002	0.006	0.014	0.234	0.136	0.286	0.042	0.048	0.002	0.102	0.028	0.122	0.02	0.086	0.004	0.102	0.02	0.05	0.02	0.236	0.092	0	0.016	0.026	0.022	0.008	0.018	0.01	0.008	0.006	0.142	0	0	0.114	0
BCELLA2_3	0.034	0.004	0	0.002	0.002	0.002	0	0.002	0	0	0.002	0.012	0.006	0.012	0.87	0	0	0	0.002	0.002	0	0	0.002	0.002	0.006	0.002	0.002	0.012	0.008	0.004	0.002	0.004	0	0	0.004	0	0.004	0.182	0.004	0.654	0.01	0.004	0	0.002	0.004	0.002	0.012	0	0	0	0	0.006	0.006	0.008	0.02	0.012	0	0.002	0.002	0	0.012	0.012	0.002	0	0.022	0.002	0.008	0.004	0.004	0.004	0.79	0.002	0	0.012	0.018	0.172	0.002	0	0.05	0	0.01	0.01	0.002	0.004	0.002	0	0.006	0.018	0.022	0.002	0.006	0.832	0.004	0.012	0.008	0	0.012	0.618	0.038	0.016	0.016	0.004	0	0.006	0	0	0	0	0.014	0.004	0.008	0.004	0	0.01	0.006	0.006	0.102	0	0	0	0	0	0.006	0.002	0.01	0.006	0.014	0.008	0.002	0.01	0.036	0	0.008	0.006	0.006	0	0.004	0.006	0.024	0.246	0.174	0.244	0.086	0.052	0.01	0.096	0.01	0.082	0.016	0.068	0.008	0.09	0.006	0.054	0.042	0.192	0.088	0	0.032	0.022	0.012	0.004	0.014	0.012	0.012	0.008	0.216	0	0.004	0.094	0.006
BCELLA2_4	0.02	0.014	0.004	0.008	0	0.002	0	0.006	0.01	0.004	0.01	0.002	0.01	0.006	0.804	0	0.004	0	0	0.004	0.006	0.002	0.008	0	0.004	0	0	0.024	0.004	0.008	0.004	0	0.002	0.008	0.022	0.002	0.002	0.1	0.014	0.448	0.024	0.006	0.006	0.006	0.004	0.008	0.014	0.008	0	0	0.006	0.004	0.01	0.008	0.072	0.04	0.002	0	0.006	0.002	0.03	0.014	0.004	0.004	0.05	0.008	0.02	0.058	0.02	0.01	0.728	0.002	0	0.084	0.018	0.116	0.024	0.018	0.058	0	0.004	0.022	0.004	0.002	0.01	0.006	0.008	0.038	0.016	0.002	0.008	0.65	0.072	0.05	0.018	0.024	0.008	0.634	0.03	0.024	0.018	0.008	0.008	0.008	0	0	0	0	0.006	0.002	0.008	0.004	0	0.004	0	0.002	0.08	0	0.002	0.004	0.002	0	0.008	0	0.01	0.006	0.014	0.004	0	0.01	0.042	0	0.014	0.01	0.004	0.004	0.006	0.002	0.022	0.212	0.178	0.262	0.078	0.06	0.006	0.09	0.034	0.08	0.018	0.064	0.006	0.098	0.014	0.048	0.04	0.186	0.096	0	0.012	0.02	0.018	0.002	0.032	0.024	0.01	0.008	0.182	0	0.006	0.112	0.004
BCELLA2_5	0.026	0.016	0.002	0.01	0.012	0.002	0.002	0.002	0.01	0	0.012	0.01	0.018	0.06	0.668	0	0.004	0	0.004	0.008	0.01	0.004	0.004	0.01	0.008	0	0	0.028	0.02	0.01	0	0	0.006	0.012	0.022	0.006	0.016	0.034	0.01	0.266	0.036	0.006	0.012	0.016	0.008	0.006	0.026	0	0.004	0	0.018	0.004	0.014	0.004	0.12	0.046	0.008	0	0.006	0	0.014	0.046	0.002	0.004	0.106	0.02	0.032	0.092	0.018	0.016	0.676	0.014	0	0.07	0.062	0.146	0.004	0.012	0.042	0	0.012	0.03	0.02	0.002	0.022	0.008	0.008	0.022	0.024	0.014	0.008	0.298	0.212	0.136	0.048	0.08	0.014	0.538	0.008	0.01	0.016	0.008	0.014	0.002	0	0.002	0.004	0	0.008	0.004	0.016	0.012	0.002	0.004	0.006	0.006	0.034	0.002	0.002	0.002	0.004	0.002	0.016	0.002	0.024	0.002	0.026	0.014	0	0.01	0.076	0	0.02	0.014	0.034	0.012	0.004	0.02	0.02	0.258	0.194	0.206	0.034	0.072	0.008	0.086	0.032	0.11	0.036	0.054	0.012	0.106	0.044	0.068	0.04	0.162	0.08	0	0.002	0.024	0.014	0.012	0.036	0.04	0.016	0.01	0.14	0.002	0.002	0.1	0
BCELLA3_1	0.018	0.018	0.002	0.004	0	0.004	0.004	0.014	0.006	0.002	0.006	0.01	0.006	0.014	0.754	0	0.01	0	0.002	0.012	0.01	0.004	0.004	0.002	0.01	0.002	0	0.032	0.002	0.014	0.014	0	0.006	0.006	0.008	0.004	0.01	0.16	0.002	0.494	0.022	0.004	0.01	0.006	0.004	0.006	0.02	0.002	0.002	0	0.004	0.01	0.004	0.004	0.04	0.044	0.004	0.002	0	0	0.026	0.006	0.002	0.002	0.046	0.016	0.01	0.024	0.01	0.036	0.448	0.014	0.004	0.068	0.142	0.266	0.008	0.014	0.046	0	0.004	0.004	0	0.004	0	0.002	0.002	0.03	0.01	0.002	0.004	0.844	0.01	0.016	0.006	0.008	0.008	0.53	0.048	0.03	0.018	0.004	0.016	0.01	0.002	0.002	0.002	0.002	0.014	0.006	0.02	0.002	0	0.012	0.006	0.004	0.112	0.002	0	0.004	0	0	0.004	0.002	0.01	0.008	0.01	0.018	0.002	0.01	0.018	0	0.02	0.016	0.004	0.006	0.002	0	0.024	0.242	0.146	0.202	0.058	0.11	0.01	0.116	0.064	0.052	0.014	0.048	0.018	0.08	0.024	0.08	0.06	0.16	0.086	0	0.03	0.014	0.024	0.016	0.044	0.052	0.022	0.018	0.112	0.008	0.01	0.076	0.004
BCELLA3_2	0.046	0.022	0.004	0.012	0.008	0.004	0.004	0.016	0.02	0.008	0.002	0.016	0.02	0.014	0.622	0	0.022	0	0.004	0.008	0.008	0.004	0.01	0.002	0.006	0.004	0	0.042	0.028	0.016	0	0.004	0.006	0.006	0.012	0	0.006	0.104	0.006	0.468	0.018	0.008	0.01	0.01	0.002	0.006	0.024	0.002	0	0.002	0.004	0.01	0.01	0.006	0.058	0.022	0.006	0.002	0.002	0	0.01	0.028	0	0.004	0.046	0.014	0.036	0.066	0.01	0.046	0.548	0.024	0	0.092	0.096	0.164	0.022	0.008	0.064	0	0.006	0.02	0	0.004	0.002	0.002	0.012	0.034	0.02	0.002	0.008	0.71	0.042	0.022	0.018	0.014	0.02	0.486	0.048	0.036	0.018	0.014	0.02	0.006	0.004	0	0	0.002	0.028	0.006	0.014	0.008	0	0.006	0.008	0.004	0.114	0	0	0.004	0.002	0	0.008	0.004	0.01	0.004	0.018	0.008	0	0.004	0.038	0	0.016	0.01	0.01	0.008	0.006	0.006	0.022	0.22	0.232	0.234	0.048	0.074	0.006	0.108	0.012	0.066	0.02	0.03	0.002	0.084	0.01	0.064	0.026	0.204	0.118	0	0.028	0.02	0.014	0.004	0.024	0.026	0.01	0.01	0.162	0.006	0.006	0.13	0.002
BCELLA3_3	0.028	0.016	0	0.014	0.006	0.004	0.004	0.006	0.01	0	0.006	0.022	0.02	0.044	0.636	0	0.006	0	0.004	0.006	0.01	0.004	0.01	0.006	0.01	0.006	0.004	0.03	0.04	0.006	0.008	0.004	0.004	0.004	0.022	0.01	0.002	0.036	0.018	0.326	0.028	0.006	0.024	0.01	0.01	0.018	0.04	0	0.004	0.002	0.014	0.004	0.014	0.01	0.11	0.034	0.008	0	0.004	0	0.012	0.05	0.002	0.004	0.078	0.006	0.036	0.07	0.01	0.022	0.724	0.01	0	0.038	0.074	0.126	0.004	0.002	0.072	0.002	0.014	0.024	0.008	0	0.02	0.004	0.012	0.062	0.012	0.006	0.006	0.344	0.182	0.09	0.074	0.056	0.012	0.502	0.024	0.016	0.012	0.004	0.008	0.004	0.002	0	0.002	0	0.004	0.002	0.014	0.006	0	0.01	0.002	0.008	0.062	0.002	0.002	0.006	0.006	0	0.006	0	0.018	0.006	0.026	0.034	0.006	0.04	0.06	0	0.02	0.012	0.028	0.008	0.006	0.014	0.018	0.304	0.196	0.228	0.04	0.064	0.006	0.084	0.01	0.068	0.016	0.066	0.002	0.12	0.012	0.05	0.032	0.264	0.086	0	0.006	0.008	0.008	0.008	0.01	0.016	0.008	0.004	0.146	0	0.002	0.136	0
